division_id,week_start,weekly_rain_mm,flood_presence,flood_frequency_4w
northern,2016-08-29,5.246733638975355,0,1
northern,2016-09-05,28.127466426955326,0,1
northern,2016-09-12,6.1658907598919335,0,0
northern,2016-09-19,6.984198424551222,0,0
northern,2016-09-26,4.306794537438287,0,0
northern,2016-10-03,8.439240521854824,0,0
northern,2016-10-10,120.92487081554201,1,1
northern,2016-10-17,51.61587007840475,0,1
northern,2016-10-24,19.841623889075386,0,1
northern,2016-10-31,32.60018497043186,0,1
northern,2016-11-07,43.923028257158066,0,0
northern,2016-11-14,2.5005723237991333,0,0
northern,2016-11-21,14.695232477453022,0,0
northern,2016-11-28,28.089444041252136,0,0
northern,2016-12-05,46.245916022194756,0,0
northern,2016-12-12,195.33980936474268,1,1
northern,2016-12-19,85.36708643701341,0,1
northern,2016-12-26,51.818699638048805,0,1
northern,2017-01-02,59.69144448306826,0,1
northern,2017-01-09,36.80995945135752,0,0
northern,2017-01-16,10.784836997588474,0,0
northern,2017-01-23,60.5409177409278,0,0
northern,2017-01-30,146.69996690750122,1,1
northern,2017-02-06,200.86269319057465,1,2
northern,2017-02-13,66.7656644185384,0,2
northern,2017-02-20,339.4066379931238,1,3
northern,2017-02-27,155.35914461480246,0,2
northern,2017-03-06,107.15079759226906,0,1
northern,2017-03-13,57.174568454424545,0,1
northern,2017-03-20,96.6555322541131,0,0
northern,2017-03-27,122.21370876497693,0,0
northern,2017-04-03,23.82947770754496,0,0
northern,2017-04-10,0.0,0,0
northern,2017-04-17,8.801050570276047,0,0
northern,2017-04-24,82.13777081171672,0,0
northern,2017-05-01,85.31187473403082,0,0
northern,2017-05-08,3.9618149730894303,0,0
northern,2017-05-15,26.28970874680413,0,0
northern,2017-05-22,40.41099235746596,0,0
northern,2017-05-29,7.411076015896268,0,0
northern,2017-06-05,23.88950048552619,0,0
northern,2017-06-12,5.735619134373135,0,0
northern,2017-06-19,11.553391827477348,0,0
northern,2017-06-26,8.60953742927975,0,0
northern,2017-07-03,7.046757068898942,0,0
northern,2017-07-10,9.486740489800772,0,0
northern,2017-07-17,10.353711207707724,0,0
northern,2017-07-24,77.01607780986362,0,0
northern,2017-07-31,0.9816286298963759,0,0
northern,2017-08-07,2.4575700826115074,0,0
northern,2017-08-14,38.136717054578995,0,0
northern,2017-08-21,46.940061847368874,0,0
northern,2017-08-28,56.28611471917894,0,0
northern,2017-09-04,1.3164783186382716,0,0
northern,2017-09-11,2.7006920046276517,0,0
northern,2017-09-18,30.01141357421875,0,0
northern,2017-09-25,33.83858856227663,0,0
northern,2017-10-02,24.09477957089742,0,0
northern,2017-10-09,2.43057017856174,0,0
northern,2017-10-16,39.70560520887375,0,0
northern,2017-10-23,146.53543294800653,1,1
northern,2017-10-30,40.66032586495082,0,1
northern,2017-11-06,15.307631419764625,0,1
northern,2017-11-13,115.14674657583237,0,1
northern,2017-11-20,38.897682401869034,0,0
northern,2017-11-27,64.67180061340332,0,0
northern,2017-12-04,21.906552566422356,0,0
northern,2017-12-11,20.009574545754326,0,0
northern,2017-12-18,0.0,0,0
western,2013-12-30,0.0,0,0
western,2014-01-06,0.0,0,0
western,2014-01-13,0.0,0,0
western,2014-01-20,0.0,0,0
western,2014-01-27,0.0,0,0
western,2014-02-03,0.0,0,0
western,2014-02-10,0.0,0,0
western,2014-02-17,0.0,0,0
western,2014-02-24,0.0,0,0
western,2014-03-03,0.0,0,0
western,2014-03-10,0.0,0,0
western,2014-03-17,0.0,0,0
