division_id,date,cases
central,2014-09-22,0
central,2014-09-29,0
central,2014-10-06,1
central,2014-10-13,0
central,2014-10-20,0
central,2014-10-27,0
central,2014-11-03,0
central,2014-11-10,0
central,2014-11-17,0
central,2014-11-24,0
central,2014-12-01,0
central,2014-12-08,0
central,2014-12-15,0
central,2014-12-22,0
central,2015-01-01,0
central,2015-01-05,0
central,2015-01-12,3
central,2015-01-19,2
central,2015-01-26,3
central,2015-02-02,0
central,2015-02-09,1
central,2015-02-16,1
central,2015-02-23,4
central,2015-03-02,0
central,2015-03-09,2
central,2015-03-16,1
central,2015-03-23,2
central,2015-03-30,3
central,2015-04-06,0
central,2015-04-13,2
central,2015-04-20,1
central,2015-04-27,0
central,2015-05-04,3
central,2015-05-11,1
central,2015-05-18,0
central,2015-05-25,1
central,2015-06-01,2
central,2015-06-08,2
central,2015-06-15,2
central,2015-06-22,0
central,2015-06-29,3
central,2015-07-06,8
central,2015-07-13,3
central,2015-07-20,7
central,2015-07-27,0
central,2015-08-03,3
central,2015-08-10,1
central,2015-08-17,1
central,2015-08-24,0
central,2015-08-31,2
central,2015-09-07,0
central,2015-09-14,0
central,2015-09-21,0
central,2015-09-28,0
central,2015-10-05,0
central,2015-10-12,0
central,2015-10-19,0
central,2015-10-26,0
central,2015-11-02,0
central,2015-11-09,0
central,2015-11-16,0
central,2015-11-23,0
central,2015-11-30,0
central,2015-12-07,0
central,2015-12-14,0
central,2015-12-21,0
central,2016-01-04,0
central,2016-01-11,0
central,2016-01-18,1
central,2016-01-25,2
central,2016-02-01,1
central,2016-02-08,0
central,2016-02-15,1
central,2016-02-22,1
central,2016-02-29,5
central,2016-03-07,0
central,2016-03-14,9
central,2016-03-21,2
central,2016-03-28,7
central,2016-04-04,9
central,2016-04-11,7
central,2016-04-18,2
central,2016-04-25,2
central,2016-05-02,0
central,2016-05-09,5
central,2016-05-16,4
central,2016-05-23,4
central,2016-05-30,1
central,2016-06-06,0
central,2016-06-13,5
central,2016-06-20,1
central,2016-06-27,2
central,2016-07-04,7
