division_id,date,cases
central,2010-05-17,0
central,2010-05-24,0
central,2010-05-31,0
central,2010-06-07,0
central,2010-06-14,0
central,2010-06-21,0
central,2010-06-28,0
central,2010-07-05,0
central,2010-07-12,0
central,2010-07-19,0
central,2010-07-26,0
central,2010-08-02,0
central,2010-08-09,0
central,2010-08-16,0
central,2010-08-23,0
central,2010-08-30,1
central,2010-09-06,0
central,2010-09-13,0
central,2010-09-20,0
central,2010-09-27,0
central,2010-10-04,0
central,2010-10-11,0
central,2010-10-18,0
central,2010-10-25,0
central,2010-11-01,0
central,2010-11-08,0
central,2010-11-15,0
central,2010-11-22,0
central,2010-11-29,0
central,2010-12-06,0
central,2010-12-13,0
central,2010-12-20,0
central,2010-12-27,1
central,2011-01-01,0
central,2011-01-03,0
central,2011-01-10,1
central,2011-01-17,1
central,2011-01-24,1
central,2011-01-31,1
central,2011-02-07,2
central,2011-02-14,2
central,2011-02-21,0
central,2011-02-28,0
central,2011-03-07,0
central,2011-03-14,1
central,2011-03-21,0
central,2011-03-28,0
central,2011-04-04,0
central,2011-04-11,0
central,2011-04-18,0
central,2011-04-25,1
central,2011-05-02,2
central,2011-05-09,2
central,2011-05-16,3
central,2011-05-23,3
central,2011-05-30,3
central,2011-06-06,2
central,2011-06-13,1
central,2011-06-20,1
central,2011-06-27,1
central,2011-07-04,1
central,2011-07-11,1
central,2011-07-18,1
central,2011-07-25,1
central,2011-08-01,1
central,2011-08-08,1
central,2011-08-15,0
central,2011-08-22,0
central,2011-08-29,1
central,2011-09-05,0
central,2011-09-12,0
central,2011-09-19,0
central,2011-09-26,0
central,2011-10-03,0
central,2011-10-10,0
central,2011-10-17,0
central,2011-10-24,1
central,2011-10-31,0
central,2011-11-07,0
central,2011-11-14,0
central,2011-11-21,0
central,2011-11-28,1
central,2011-12-05,0
central,2011-12-12,1
central,2011-12-19,3
central,2012-01-01,3
central,2012-01-02,5
central,2012-01-09,0
central,2012-01-16,0
central,2012-01-23,2
central,2012-01-30,1
central,2012-02-06,1
central,2012-02-13,4
central,2012-02-20,2
central,2012-02-27,0
central,2012-03-05,1
central,2012-03-12,3
central,2012-03-19,2
central,2012-03-26,1
central,2012-04-02,1
central,2012-04-09,9
central,2012-04-16,5
central,2012-04-23,4
central,2012-04-30,5
central,2012-05-07,4
central,2012-05-14,4
central,2012-05-21,2
central,2012-05-28,5
central,2012-06-04,3
central,2012-06-11,3
central,2012-06-18,6
central,2012-06-25,6
central,2012-07-02,3
central,2012-07-09,2
central,2012-07-16,0
central,2012-07-23,1
central,2012-07-30,3
central,2012-08-06,3
central,2012-08-13,2
central,2012-08-20,0
central,2012-08-27,1
central,2012-09-03,1
central,2012-09-10,1
central,2012-09-17,1
central,2012-09-24,6
central,2012-10-01,1
central,2012-10-08,6
central,2012-10-15,4
central,2012-10-22,4
central,2012-10-29,1
central,2012-11-05,3
central,2012-11-12,1
central,2012-11-19,0
central,2012-11-26,2
central,2012-12-03,2
central,2012-12-10,3
central,2012-12-17,5
central,2013-01-01,5
central,2013-01-07,2
central,2013-01-14,6
central,2013-01-21,5
central,2013-01-28,1
central,2013-02-04,3
central,2013-02-11,5
central,2013-02-18,5
central,2013-02-25,6
central,2013-03-04,5
central,2013-03-11,2
central,2013-03-18,3
central,2013-03-25,0
central,2013-04-01,0
central,2013-04-08,0
central,2013-04-15,0
central,2013-04-22,0
central,2013-04-29,2
central,2013-05-06,0
central,2013-05-13,0
central,2013-05-20,2
central,2013-05-27,1
central,2013-06-03,1
central,2013-06-10,1
central,2013-06-17,1
central,2013-06-24,0
central,2013-07-01,0
central,2013-07-08,4
central,2013-07-15,1
central,2013-07-22,0
central,2013-07-29,0
central,2013-08-05,0
central,2013-08-12,0
central,2013-08-19,0
central,2013-08-26,0
central,2013-09-02,0
central,2013-09-09,1
central,2013-09-16,0
central,2013-09-23,0
central,2013-09-30,0
central,2013-10-07,0
central,2013-10-14,1
central,2013-10-21,1
central,2013-10-28,0
central,2013-11-04,0
central,2013-11-11,0
central,2013-11-18,1
central,2013-11-25,0
central,2013-12-02,0
central,2013-12-09,0
central,2013-12-16,0
central,2013-12-23,1
central,2014-01-01,1
central,2014-01-06,0
central,2014-01-13,1
central,2014-01-20,0
central,2014-01-27,0
central,2014-02-03,0
central,2014-02-10,1
central,2014-02-17,0
central,2014-02-24,9
central,2014-03-03,0
central,2014-03-10,0
central,2014-03-17,0
central,2014-03-24,0
central,2014-03-31,0
central,2014-04-07,0
central,2014-04-14,0
central,2014-04-21,0
central,2014-04-28,0
central,2014-05-05,0
central,2014-05-12,0
central,2014-05-19,19
central,2014-05-26,0
central,2014-06-02,0
central,2014-06-09,0
central,2014-06-16,0
central,2014-06-23,0
central,2014-06-30,0
central,2014-07-07,1
central,2014-07-14,0
central,2014-07-21,3
central,2014-07-28,0
central,2014-08-04,0
central,2014-08-11,0
central,2014-08-18,0
central,2014-08-25,0
central,2014-09-01,0
central,2014-09-08,0
central,2014-09-15,0
