train_end,test_start,test_end,auc,pr_auc,hit_rate,false_alarm_rate,n_test
2013-01-15,2013-01-22,2013-02-05,0.5,0.5868055555555556,0.5,0.14285714285714285,9
2013-01-22,2013-01-29,2013-02-12,0.9285714285714286,0.7916666666666666,0.5,0.0,9
2013-01-29,2013-02-05,2013-02-19,0.65,0.6494047619047619,0.25,0.0,9
2013-02-05,2013-02-12,2013-02-26,0.4,0.3607638888888889,0.0,0.0,9
2013-02-12,2013-02-19,2013-03-05,0.15,0.28293650793650793,0.0,0.4,9
2013-02-19,2013-02-26,2013-03-12,0.19999999999999998,0.29558531746031746,0.0,0.2,9
2013-02-26,2013-03-05,2013-03-19,0.6000000000000001,0.4878472222222222,0.0,0.0,9
2013-03-05,2013-03-12,2013-03-26,0.6,0.554642857142857,0.0,0.0,9
2013-03-12,2013-03-19,2013-04-02,0.7,0.7535714285714286,0.0,0.0,9
2013-03-19,2013-03-26,2013-04-09,0.8,0.874642857142857,0.0,0.0,9
2013-03-26,2013-04-02,2013-04-16,1.0,1.0,0.0,0.0,9
2013-04-02,2013-04-09,2013-04-23,0.9444444444444444,0.9027777777777777,0.0,0.0,9
2013-04-09,2013-04-16,2013-04-30,0.9285714285714286,0.7916666666666666,0.0,0.0,9
2013-04-16,2013-04-23,2013-05-07,0.625,0.125,0.0,0.0,9
2013-04-23,2013-04-30,2013-05-14,0.5,0.2232142857142857,0.0,0.0,9
2013-04-30,2013-05-07,2013-05-21,0.375,0.08333333333333333,0.0,0.0,9
2013-05-07,2013-05-14,2013-05-28,0.875,0.25,0.0,0.0,9
2013-05-14,2013-05-21,2013-06-04,,,,0.0,9
2013-05-21,2013-05-28,2013-06-11,,,,0.0,9
2013-05-28,2013-06-04,2013-06-18,,,,0.0,9
2013-06-04,2013-06-11,2013-06-25,,,,0.0,9
2013-06-11,2013-06-18,2013-07-02,0.75,0.16666666666666666,0.0,0.0,9
2013-06-18,2013-06-25,2013-07-09,0.75,0.16666666666666666,0.0,0.0,9
2013-06-25,2013-07-02,2013-07-16,1.0,1.0,0.0,0.0,9
2013-07-02,2013-07-09,2013-07-23,,,,0.0,9
2013-07-09,2013-07-16,2013-07-30,,,,0.0,9
2013-07-16,2013-07-23,2013-08-06,,,,0.0,9
2013-07-23,2013-07-30,2013-08-13,,,,0.0,9
2013-07-30,2013-08-06,2013-08-20,,,,0.0,9
2013-08-06,2013-08-13,2013-08-27,,,,0.0,9
2013-08-13,2013-08-20,2013-09-03,0.25,0.07142857142857142,0.0,0.0,9
2013-08-20,2013-08-27,2013-09-10,0.375,0.08333333333333333,0.0,0.0,9
2013-08-27,2013-09-03,2013-09-17,0.0,0.05555555555555555,0.0,0.0,9
2013-09-03,2013-09-10,2013-09-24,,,,0.0,9
2013-09-10,2013-09-17,2013-10-01,,,,0.0,9
2013-09-17,2013-09-24,2013-10-08,,,,0.0,9
2013-09-24,2013-10-01,2013-10-15,0.125,0.0625,0.0,0.0,9
2013-10-01,2013-10-08,2013-10-22,0.4285714285714286,0.17559523809523808,0.0,0.0,9
2013-10-08,2013-10-15,2013-10-29,0.28571428571428575,0.14821428571428572,0.0,0.0,9
2013-10-15,2013-10-22,2013-11-05,0.625,0.125,0.0,0.0,9
2013-10-22,2013-10-29,2013-11-12,,,,0.0,9
2013-10-29,2013-11-05,2013-11-19,,,,0.0,9
2013-11-05,2013-11-12,2013-11-26,,,,0.0,9
2013-11-12,2013-11-19,2013-12-03,,,,0.0,9
2013-11-19,2013-11-26,2013-12-10,,,,0.0,9
2013-11-26,2013-12-03,2013-12-17,0.2857142857142857,0.14930555555555555,0.0,0.0,9
2013-12-03,2013-12-10,2013-12-31,0.4444444444444444,0.28234126984126984,0.0,0.0,9
2013-12-10,2013-12-17,2014-01-07,0.27777777777777773,0.22817460317460317,0.0,0.0,9
2013-12-17,2013-12-31,2014-01-14,0.625,0.125,0.0,0.0,9
2013-12-31,2014-01-07,2014-01-21,,,,0.0,9
2014-01-07,2014-01-14,2014-01-28,,,,0.0,9
2014-01-14,2014-01-21,2014-02-04,0.2142857142857143,0.13988095238095238,0.0,0.0,9
2014-01-21,2014-01-28,2014-02-11,0.4285714285714286,0.17559523809523808,0.0,0.0,9
2014-01-28,2014-02-04,2014-02-18,0.4,0.35892857142857143,0.0,0.0,9
2014-02-04,2014-02-11,2014-02-25,0.2857142857142857,0.15476190476190474,0.0,0.0,9
2014-02-11,2014-02-18,2014-03-04,0.2142857142857143,0.13988095238095238,0.0,0.0,9
2014-02-18,2014-02-25,2014-03-11,,,,0.0,9
2014-02-25,2014-03-04,2014-03-18,,,,0.0,9
2014-03-04,2014-03-11,2014-03-25,,,,0.0,9
2014-03-11,2014-03-18,2014-04-01,,,,0.0,9
2014-03-18,2014-03-25,2014-04-08,,,,0.0,9
2014-03-25,2014-04-01,2014-04-15,,,,0.0,9
2014-04-01,2014-04-08,2014-04-22,,,,0.0,9
2014-04-08,2014-04-15,2014-04-29,,,,0.0,9
2014-04-15,2014-04-22,2014-05-06,,,,0.0,9
2014-04-22,2014-04-29,2014-05-13,0.5,0.2908730158730159,0.0,0.0,9
2014-04-29,2014-05-06,2014-05-20,0.3888888888888889,0.25456349206349205,0.0,0.0,9
2014-05-06,2014-05-13,2014-05-27,0.05555555555555554,0.19047619047619047,0.0,0.0,9
2014-05-13,2014-05-20,2014-06-03,,,,0.0,9
2014-05-20,2014-05-27,2014-06-10,,,,0.0,9
2014-05-27,2014-06-03,2014-06-17,,,,0.0,9
2014-06-03,2014-06-10,2014-06-24,,,,0.0,9
2014-06-10,2014-06-17,2014-07-01,0.9285714285714286,0.7916666666666666,0.0,0.0,9
2014-06-17,2014-06-24,2014-07-08,0.9285714285714286,0.7916666666666666,0.0,0.0,9
2014-06-24,2014-07-01,2014-07-15,0.7222222222222222,0.42777777777777776,0.0,0.0,9
2014-07-01,2014-07-08,2014-07-22,0.375,0.08333333333333333,0.0,0.0,9
2014-07-08,2014-07-15,2014-07-29,0.0,0.05555555555555555,0.0,0.0,9
2014-07-15,2014-07-22,2014-08-05,,,,0.0,9
2014-07-22,2014-07-29,2014-08-12,,,,0.0,9
2014-07-29,2014-08-05,2014-08-19,,,,0.0,9
2014-08-05,2014-08-12,2014-08-26,,,,0.0,9
2014-08-12,2014-08-19,2014-09-02,0.625,0.125,0.0,0.0,9
2014-08-19,2014-08-26,2014-09-09,0.75,0.16666666666666666,0.0,0.0,9
2014-08-26,2014-09-02,2014-09-16,0.875,0.25,0.0,0.0,9
2014-09-02,2014-09-09,2014-09-23,,,,0.0,9
2014-09-09,2014-09-16,2014-09-30,0.3888888888888889,0.2611111111111111,0.0,0.0,9
2014-09-16,2014-09-23,2014-10-07,0.6111111111111112,0.5686507936507936,0.0,0.0,9
2014-09-23,2014-09-30,2014-10-14,0.0,0.18650793650793648,0.0,0.0,9
2014-09-30,2014-10-07,2014-10-21,,,,0.0,9
2014-10-07,2014-10-14,2014-10-28,0.75,0.16666666666666666,0.0,0.0,9
2014-10-14,2014-10-21,2014-11-04,0.5,0.1,0.0,0.0,9
2014-10-21,2014-10-28,2014-11-11,0.25,0.07142857142857142,0.0,0.0,9
2014-10-28,2014-11-04,2014-11-18,,,,0.0,9
2014-11-04,2014-11-11,2014-11-25,,,,0.0,9
2014-11-11,2014-11-18,2014-12-02,,,,0.0,9
2014-11-18,2014-11-25,2014-12-09,,,,0.0,9
2014-11-25,2014-12-02,2014-12-16,0.75,0.16666666666666666,0.0,0.0,9
2014-12-02,2014-12-09,2014-12-30,0.75,0.16666666666666666,0.0,0.0,9
2014-12-09,2014-12-16,2015-01-06,0.8333333333333334,0.5138888888888888,0.0,0.0,9
2014-12-16,2014-12-30,2015-01-13,0.65,0.6422619047619047,0.0,0.0,9
2014-12-30,2015-01-06,2015-01-20,0.3333333333333333,0.7049603174603174,0.0,0.0,9
2015-01-06,2015-01-13,2015-01-27,0.55,0.5351190476190475,0.0,0.0,9
2015-01-13,2015-01-20,2015-02-03,0.55,0.508095238095238,0.0,0.0,9
2015-01-20,2015-01-27,2015-02-10,0.5,0.7102182539682539,0.0,0.0,9
2015-01-27,2015-02-03,2015-02-17,0.42857142857142855,0.6774943310657596,0.0,0.0,9
2015-02-03,2015-02-10,2015-02-24,0.16666666666666669,0.485515873015873,0.0,0.0,9
2015-02-10,2015-02-17,2015-03-03,0.27777777777777785,0.5171626984126985,0.0,0.0,9
2015-02-17,2015-02-24,2015-03-10,0.5,0.6982142857142857,0.0,0.0,9
2015-02-24,2015-03-03,2015-03-17,0.2857142857142857,0.7671201814058957,0.0,0.0,9
2015-03-03,2015-03-10,2015-03-24,0.5555555555555556,0.7676587301587302,0.0,0.0,9
2015-03-10,2015-03-17,2015-03-31,0.5,0.7026984126984126,0.0,0.0,9
2015-03-17,2015-03-24,2015-04-07,0.75,0.7714285714285715,0.0,0.0,9
2015-03-24,2015-03-31,2015-04-14,0.9,0.8708333333333333,0.5,0.0,9
2015-03-31,2015-04-07,2015-04-21,0.5499999999999999,0.5940972222222223,0.0,0.0,9
2015-04-07,2015-04-14,2015-04-28,0.5499999999999999,0.4482638888888889,0.0,0.0,9
2015-04-14,2015-04-21,2015-05-05,0.6666666666666667,0.5992063492063492,0.0,0.0,9
2015-04-21,2015-04-28,2015-05-12,0.6428571428571429,0.2583333333333333,0.0,0.14285714285714285,9
2015-04-28,2015-05-05,2015-05-19,0.625,0.125,0.0,0.0,9
2015-05-05,2015-05-12,2015-05-26,0.875,0.25,0.0,0.0,9
2015-05-12,2015-05-19,2015-06-02,0.7222222222222222,0.7767857142857142,0.0,0.0,9
2015-05-19,2015-05-26,2015-06-09,0.4,0.4693650793650793,0.0,0.0,9
2015-05-26,2015-06-02,2015-06-16,0.6000000000000001,0.7149305555555556,0.0,0.0,9
2015-06-02,2015-06-09,2015-06-23,0.75,0.706845238095238,0.0,0.0,9
2015-06-09,2015-06-16,2015-06-30,0.5,0.4196428571428571,0.0,0.0,9
2015-06-16,2015-06-23,2015-07-07,0.85,0.8599999999999999,0.0,0.0,9
2015-06-23,2015-06-30,2015-07-14,0.14999999999999997,0.2893353174603175,0.0,0.0,9
2015-06-30,2015-07-07,2015-07-21,0.8571428571428572,0.7083333333333333,0.0,0.0,9
2015-07-07,2015-07-14,2015-07-28,0.6428571428571428,0.24583333333333335,0.0,0.0,9
2015-07-14,2015-07-21,2015-08-04,0.625,0.125,0.0,0.0,9
2015-07-21,2015-07-28,2015-08-11,0.5,0.1964285714285714,0.0,0.0,9
2015-07-28,2015-08-04,2015-08-18,0.5,0.2232142857142857,0.0,0.0,9
2015-08-04,2015-08-11,2015-08-25,0.4285714285714286,0.17559523809523808,0.0,0.0,9
2015-08-11,2015-08-18,2015-09-01,0.7142857142857143,0.6333333333333333,0.0,0.0,9
2015-08-18,2015-08-25,2015-09-08,0.7142857142857143,0.6333333333333333,0.5,0.0,9
2015-08-25,2015-09-01,2015-09-15,0.6428571428571428,0.6130952380952381,0.0,0.0,9
2015-09-01,2015-09-08,2015-09-22,0.625,0.125,0.0,0.0,9
2015-09-08,2015-09-15,2015-09-29,,,,0.3333333333333333,9
2015-09-15,2015-09-22,2015-10-06,,,,0.3333333333333333,9
2015-09-22,2015-09-29,2015-10-13,,,,0.3333333333333333,9
2015-09-29,2015-10-06,2015-10-20,,,,0.0,9
2015-10-06,2015-10-13,2015-10-27,0.625,0.125,0.0,0.0,9
2015-10-13,2015-10-20,2015-11-03,0.8571428571428572,0.7083333333333333,0.0,0.0,9
2015-10-20,2015-10-27,2015-11-10,0.7857142857142857,0.6625,0.0,0.0,9
2015-10-27,2015-11-03,2015-11-17,0.875,0.25,0.0,0.0,9
2015-11-03,2015-11-10,2015-11-24,,,,0.0,9
2015-11-10,2015-11-17,2015-12-01,1.0,1.0,0.0,0.0,9
2015-11-17,2015-11-24,2015-12-08,0.875,0.25,0.0,0.0,9
2015-11-24,2015-12-01,2015-12-15,0.375,0.08333333333333333,0.0,0.0,9
2015-12-01,2015-12-08,2015-12-29,,,,0.0,9
2015-12-08,2015-12-15,2016-01-05,0.125,0.0625,0.0,0.0,9
2015-12-15,2015-12-29,2016-01-12,0.6666666666666667,0.37222222222222223,0.0,0.0,9
2015-12-29,2016-01-05,2016-01-19,0.39999999999999997,0.3571428571428571,0.0,0.0,9
2016-01-05,2016-01-12,2016-01-26,0.2222222222222222,0.21884920634920635,0.0,0.0,9
2016-01-12,2016-01-19,2016-02-02,0.5,0.1,0.0,0.0,9
2016-01-19,2016-01-26,2016-02-09,,,,0.0,9
2016-01-26,2016-02-02,2016-02-16,,,,0.0,9
2016-02-02,2016-02-09,2016-02-23,0.5,0.2232142857142857,0.0,0.0,9
2016-02-09,2016-02-16,2016-03-01,0.6111111111111112,0.5686507936507936,0.0,0.0,9
2016-02-16,2016-02-23,2016-03-08,0.5555555555555556,0.7878968253968254,0.0,0.0,9
2016-02-23,2016-03-01,2016-03-15,0.6111111111111113,0.7548611111111111,0.0,0.0,9
2016-03-01,2016-03-08,2016-03-22,0.375,0.8981150793650794,0.0,0.0,9
2016-03-08,2016-03-15,2016-03-29,0.125,0.8095734126984127,0.0,0.0,9
2016-03-15,2016-03-22,2016-04-05,,,0.0,,9
2016-03-22,2016-03-29,2016-04-12,0.625,0.949156746031746,0.0,0.0,9
2016-03-29,2016-04-05,2016-04-19,0.42857142857142855,0.8099773242630386,0.0,0.0,9
2016-04-05,2016-04-12,2016-04-26,0.7,0.7464285714285714,0.25,0.0,9
2016-04-12,2016-04-19,2016-05-03,0.45,0.6250793650793651,0.2,0.0,9
2016-04-19,2016-04-26,2016-05-10,0.4444444444444445,0.593452380952381,0.0,0.0,9
2016-04-26,2016-05-03,2016-05-17,0.875,0.9852430555555556,0.0,0.0,9
2016-05-03,2016-05-10,2016-05-24,0.5555555555555557,0.6298611111111111,0.0,0.3333333333333333,9
2016-05-10,2016-05-17,2016-05-31,0.5555555555555556,0.37499999999999994,0.0,0.16666666666666666,9
2016-05-17,2016-05-24,2016-06-07,0.6428571428571428,0.6130952380952381,0.5,0.2857142857142857,9
2016-05-24,2016-05-31,2016-06-14,0.7142857142857143,0.29166666666666663,1.0,0.42857142857142855,9
2016-05-31,2016-06-07,2016-06-21,0.3333333333333333,0.24722222222222223,0.6666666666666666,0.5,9
2016-06-07,2016-06-14,2016-06-28,0.6,0.6851190476190476,0.6,0.5,9
2016-06-14,2016-06-21,2016-07-05,0.6111111111111112,0.8365079365079365,0.3333333333333333,0.0,9
2016-06-21,2016-06-28,2016-07-12,0.3571428571428571,0.7897392290249432,0.14285714285714285,0.0,9
2016-06-28,2016-07-05,2016-07-19,0.6000000000000001,0.6729761904761904,0.2,0.0,9
2016-07-05,2016-07-12,2016-07-26,0.75,0.54375,0.0,0.0,9
2016-07-12,2016-07-19,2016-08-02,0.9285714285714286,0.7916666666666666,0.0,0.0,9
2016-07-19,2016-07-26,2016-08-09,0.9285714285714286,0.7916666666666666,0.0,0.0,9
2016-07-26,2016-08-02,2016-08-16,0.27777777777777773,0.22817460317460317,0.0,0.0,9
2016-08-02,2016-08-09,2016-08-23,0.3333333333333333,0.25595238095238093,0.0,0.0,9
2016-08-09,2016-08-16,2016-08-30,0.3888888888888889,0.26944444444444443,0.0,0.0,9
2016-08-16,2016-08-23,2016-09-06,0.0,0.05555555555555555,0.0,0.0,9
2016-08-23,2016-08-30,2016-09-13,0.4285714285714286,0.21180555555555555,0.0,0.0,9
2016-08-30,2016-09-06,2016-09-20,0.875,0.25,0.0,0.0,9
2016-09-06,2016-09-13,2016-09-27,1.0,1.0,0.0,0.0,9
2016-09-13,2016-09-20,2016-10-04,,,,0.0,9
2016-09-20,2016-09-27,2016-10-11,,,,0.0,9
2016-09-27,2016-10-04,2016-10-18,0.5,0.1,0.0,0.0,9
2016-10-04,2016-10-11,2016-10-25,0.25,0.07142857142857142,0.0,0.0,9
2016-10-11,2016-10-18,2016-11-01,0.875,0.25,0.0,0.0,9
2016-10-18,2016-10-25,2016-11-08,,,,0.0,9
2016-10-25,2016-11-01,2016-11-15,,,,0.0,9
2016-11-01,2016-11-08,2016-11-22,0.25,0.07142857142857142,0.0,0.0,9
2016-11-08,2016-11-15,2016-11-29,0.8333333333333333,0.8166666666666667,0.0,0.0,9
2016-11-15,2016-11-22,2016-12-06,0.7,0.7535714285714286,0.0,0.0,9
2016-11-22,2016-11-29,2016-12-13,0.4,0.3607638888888889,0.0,0.0,9
2016-11-29,2016-12-06,2016-12-20,0.3888888888888889,0.26944444444444443,0.0,0.0,9
2016-12-06,2016-12-13,2016-12-27,0.75,0.8524305555555556,0.0,0.0,9
2016-12-13,2016-12-20,2017-01-03,0.65,0.5014880952380952,0.0,0.0,9
2016-12-20,2016-12-27,2017-01-10,0.45,0.47297619047619044,0.0,0.0,9
2016-12-27,2017-01-03,2017-01-17,0.3888888888888889,0.6684523809523809,0.0,0.0,9
2017-01-03,2017-01-10,2017-01-24,0.4285714285714286,0.7684807256235826,0.0,0.0,9
2017-01-10,2017-01-17,2017-01-31,0.7777777777777778,0.8873015873015874,0.0,0.0,9
2017-01-17,2017-01-24,2017-02-07,0.9444444444444445,0.9742063492063492,0.0,0.0,9
2017-01-24,2017-01-31,2017-02-14,0.7222222222222223,0.8729166666666667,0.3333333333333333,0.0,9
2017-01-31,2017-02-07,2017-02-21,0.5,0.9262400793650793,0.5,0.0,9
2017-02-07,2017-02-14,2017-02-28,0.875,0.9852430555555556,0.875,0.0,9
2017-02-14,2017-02-21,2017-03-07,,,1.0,,9
2017-02-21,2017-02-28,2017-03-14,,,1.0,,9
2017-02-28,2017-03-07,2017-03-21,,,1.0,,9
2017-03-07,2017-03-14,2017-03-28,,,1.0,,9
2017-03-14,2017-03-21,2017-04-04,,,1.0,,9
2017-03-21,2017-03-28,2017-04-11,,,1.0,,9
2017-03-28,2017-04-04,2017-04-18,,,1.0,,9
2017-04-04,2017-04-11,2017-04-25,1.0,1.0,1.0,1.0,9
2017-04-11,2017-04-18,2017-05-02,1.0,1.0,1.0,1.0,9
2017-04-18,2017-04-25,2017-05-09,0.75,0.8163095238095237,1.0,1.0,9
2017-04-25,2017-05-02,2017-05-16,0.6111111111111112,0.794047619047619,1.0,0.6666666666666666,9
2017-05-02,2017-05-09,2017-05-23,0.888888888888889,0.9553571428571429,0.5,0.0,9
2017-05-09,2017-05-16,2017-05-30,0.7777777777777778,0.6777777777777778,0.3333333333333333,0.0,9
2017-05-16,2017-05-23,2017-06-06,0.4285714285714286,0.17559523809523808,0.0,0.0,9
2017-05-23,2017-05-30,2017-06-13,0.25,0.07142857142857142,0.0,0.25,9
2017-05-30,2017-06-06,2017-06-20,0.0,0.05555555555555555,0.0,0.125,9
2017-06-06,2017-06-13,2017-06-27,,,,0.3333333333333333,9
2017-06-13,2017-06-20,2017-07-04,,,,0.3333333333333333,9
2017-06-20,2017-06-27,2017-07-11,,,,0.2222222222222222,9
2017-06-27,2017-07-04,2017-07-18,,,,0.0,9
2017-07-04,2017-07-11,2017-07-25,,,,0.0,9
2017-07-11,2017-07-18,2017-08-01,,,,0.0,9
2017-07-18,2017-07-25,2017-08-08,,,,0.0,9
2017-07-25,2017-08-01,2017-08-15,,,,0.0,9
2017-08-01,2017-08-08,2017-08-22,,,,0.0,9
2017-08-08,2017-08-15,2017-08-29,,,,0.0,9
2017-08-15,2017-08-22,2017-09-05,,,,0.0,9
2017-08-22,2017-08-29,2017-09-12,,,,0.0,9
2017-08-29,2017-09-05,2017-09-19,,,,0.0,9
2017-09-05,2017-09-12,2017-09-26,,,,0.0,9
2017-09-12,2017-09-19,2017-10-03,,,,0.0,9
2017-09-19,2017-09-26,2017-10-10,,,,0.0,9
2017-09-26,2017-10-03,2017-10-17,,,,0.0,9
2017-10-03,2017-10-10,2017-10-24,,,,0.0,9
2017-10-10,2017-10-17,2017-10-31,,,,0.0,9
2017-10-17,2017-10-24,2017-11-07,,,,0.0,9
2017-10-24,2017-10-31,2017-11-14,,,,0.0,9
2017-10-31,2017-11-07,2017-11-21,,,,0.0,9
2017-11-07,2017-11-14,2017-11-28,,,,0.0,9
2017-11-14,2017-11-21,2017-12-05,0.5,0.1,0.0,0.0,9
