trial,score,auc,pr_auc,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,reg_alpha,gamma,n_estimators,train_end,test_start,test_end
8,0.4767660892610994,0.5396825396825398,0.4767660892610994,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-07-10,2007-07-17,2007-07-31
5,0.4193910137434444,0.5523809523809524,0.4193910137434444,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-07-10,2007-07-17,2007-07-31
13,0.41408033862224397,0.5492063492063493,0.41408033862224397,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-07-10,2007-07-17,2007-07-31
2,0.41187630839896977,0.5365079365079365,0.41187630839896977,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-07-10,2007-07-17,2007-07-31
12,0.41129408717477994,0.5365079365079366,0.41129408717477994,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-07-10,2007-07-17,2007-07-31
7,0.4095082752468749,0.5206349206349207,0.4095082752468749,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-07-10,2007-07-17,2007-07-31
1,0.4070934794356088,0.5365079365079366,0.4070934794356088,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-07-10,2007-07-17,2007-07-31
15,0.3998551267161313,0.4444444444444445,0.3998551267161313,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-07-10,2007-07-17,2007-07-31
17,0.39841944495042886,0.5206349206349207,0.39841944495042886,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-07-10,2007-07-17,2007-07-31
6,0.3973371521851036,0.5269841269841271,0.3973371521851036,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-07-10,2007-07-17,2007-07-31
4,0.39720068997743396,0.5206349206349206,0.39720068997743396,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-07-10,2007-07-17,2007-07-31
14,0.39529617426404545,0.5015873015873016,0.39529617426404545,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-07-10,2007-07-17,2007-07-31
16,0.39410293629237886,0.4984126984126985,0.39410293629237886,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-07-10,2007-07-17,2007-07-31
3,0.39348588504628074,0.5142857142857143,0.39348588504628074,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-07-10,2007-07-17,2007-07-31
9,0.3927573210475554,0.5111111111111111,0.3927573210475554,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-07-10,2007-07-17,2007-07-31
11,0.3889389963983484,0.5015873015873016,0.3889389963983484,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-07-10,2007-07-17,2007-07-31
10,0.38814102503420056,0.5079365079365079,0.38814102503420056,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-07-10,2007-07-17,2007-07-31
19,0.3859711680461087,0.4666666666666667,0.3859711680461087,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-07-10,2007-07-17,2007-07-31
20,0.3727991591224866,0.45079365079365086,0.3727991591224866,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-07-10,2007-07-17,2007-07-31
18,0.3702531250529533,0.453968253968254,0.3702531250529533,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-07-10,2007-07-17,2007-07-31
10,0.47361693664775995,0.5616883116883118,0.47361693664775995,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-07-17,2007-07-24,2007-08-07
4,0.4642207958286789,0.5681818181818181,0.4642207958286789,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-07-17,2007-07-24,2007-08-07
12,0.46354084175014343,0.5551948051948052,0.46354084175014343,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-07-17,2007-07-24,2007-08-07
11,0.4625161848168339,0.5551948051948052,0.4625161848168339,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-07-17,2007-07-24,2007-08-07
1,0.4616757615390006,0.5714285714285714,0.4616757615390006,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-07-17,2007-07-24,2007-08-07
8,0.4571493399917341,0.5584415584415584,0.4571493399917341,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-07-17,2007-07-24,2007-08-07
3,0.45659741717482427,0.551948051948052,0.45659741717482427,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-07-17,2007-07-24,2007-08-07
9,0.4547680047532857,0.5551948051948051,0.4547680047532857,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-07-17,2007-07-24,2007-08-07
13,0.44612577880080123,0.6071428571428572,0.44612577880080123,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-07-17,2007-07-24,2007-08-07
6,0.44265835038376733,0.5324675324675325,0.44265835038376733,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-07-17,2007-07-24,2007-08-07
14,0.43971757225652164,0.5227272727272727,0.43971757225652164,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-07-17,2007-07-24,2007-08-07
2,0.42890364099355194,0.5844155844155845,0.42890364099355194,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-07-17,2007-07-24,2007-08-07
5,0.4258911514127393,0.5811688311688312,0.4258911514127393,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-07-17,2007-07-24,2007-08-07
17,0.39913136059464155,0.5422077922077921,0.39913136059464155,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-07-17,2007-07-24,2007-08-07
16,0.37400475785571435,0.48051948051948046,0.37400475785571435,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-07-17,2007-07-24,2007-08-07
7,0.37082975765998594,0.5,0.37082975765998594,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-07-17,2007-07-24,2007-08-07
18,0.3596618402712522,0.47077922077922074,0.3596618402712522,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-07-17,2007-07-24,2007-08-07
20,0.3550615453426233,0.4383116883116883,0.3550615453426233,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-07-17,2007-07-24,2007-08-07
19,0.3550030788967462,0.4512987012987013,0.3550030788967462,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-07-17,2007-07-24,2007-08-07
15,0.3452982679366346,0.42857142857142855,0.3452982679366346,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-07-17,2007-07-24,2007-08-07
2,0.4667183483185121,0.577922077922078,0.4667183483185121,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-07-24,2007-07-31,2007-08-14
1,0.4543545716654961,0.5649350649350648,0.4543545716654961,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-07-24,2007-07-31,2007-08-14
11,0.4417466764032688,0.5454545454545454,0.4417466764032688,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-07-24,2007-07-31,2007-08-14
8,0.44043602149049,0.5422077922077921,0.44043602149049,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-07-24,2007-07-31,2007-08-14
13,0.43938586974785004,0.5974025974025974,0.43938586974785004,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-07-24,2007-07-31,2007-08-14
6,0.43576223856053864,0.5357142857142857,0.43576223856053864,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-07-24,2007-07-31,2007-08-14
10,0.43421419610288847,0.5357142857142857,0.43421419610288847,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-07-24,2007-07-31,2007-08-14
5,0.42049422457673685,0.5909090909090909,0.42049422457673685,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-07-24,2007-07-31,2007-08-14
4,0.3970174139840387,0.5551948051948052,0.3970174139840387,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-07-24,2007-07-31,2007-08-14
12,0.39408965669662493,0.5487012987012987,0.39408965669662493,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-07-24,2007-07-31,2007-08-14
9,0.3848078681196034,0.5357142857142857,0.3848078681196034,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-07-24,2007-07-31,2007-08-14
14,0.3796027336900099,0.5292207792207793,0.3796027336900099,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-07-24,2007-07-31,2007-08-14
3,0.369817679920658,0.5162337662337662,0.369817679920658,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-07-24,2007-07-31,2007-08-14
17,0.36481235243081045,0.5097402597402597,0.36481235243081045,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-07-24,2007-07-31,2007-08-14
18,0.3558754051835138,0.5064935064935066,0.3558754051835138,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-07-24,2007-07-31,2007-08-14
7,0.35462153286100945,0.4967532467532467,0.35462153286100945,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-07-24,2007-07-31,2007-08-14
16,0.35025667111582,0.4935064935064935,0.35025667111582,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-07-24,2007-07-31,2007-08-14
15,0.34770076676852935,0.4772727272727273,0.34770076676852935,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-07-24,2007-07-31,2007-08-14
19,0.336852737564295,0.461038961038961,0.336852737564295,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-07-24,2007-07-31,2007-08-14
20,0.33619039904132375,0.4642857142857143,0.33619039904132375,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-07-24,2007-07-31,2007-08-14
2,0.4006905972405218,0.5890909090909091,0.4006905972405218,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-07-31,2007-08-07,2007-08-21
4,0.396079993588615,0.5781818181818181,0.396079993588615,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-07-31,2007-08-07,2007-08-21
5,0.38002725967051887,0.5563636363636364,0.38002725967051887,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-07-31,2007-08-07,2007-08-21
8,0.3760027695526421,0.5454545454545454,0.3760027695526421,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-07-31,2007-08-07,2007-08-21
13,0.36980132723782455,0.6254545454545455,0.36980132723782455,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-07-31,2007-08-07,2007-08-21
6,0.3685823549916203,0.5345454545454545,0.3685823549916203,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-07-31,2007-08-07,2007-08-21
1,0.36390237776448453,0.5272727272727272,0.36390237776448453,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-07-31,2007-08-07,2007-08-21
9,0.3552707663847515,0.509090909090909,0.3552707663847515,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-07-31,2007-08-07,2007-08-21
14,0.3521737605992644,0.5018181818181818,0.3521737605992644,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-07-31,2007-08-07,2007-08-21
10,0.34993006535424764,0.4945454545454545,0.34993006535424764,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-07-31,2007-08-07,2007-08-21
18,0.32784035038045733,0.43272727272727274,0.32784035038045733,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-07-31,2007-08-07,2007-08-21
12,0.2966676535314643,0.52,0.2966676535314643,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-07-31,2007-08-07,2007-08-21
17,0.2836271765261351,0.4945454545454545,0.2836271765261351,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-07-31,2007-08-07,2007-08-21
3,0.28321685183374323,0.49454545454545457,0.28321685183374323,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-07-31,2007-08-07,2007-08-21
11,0.27704755329602365,0.48000000000000004,0.27704755329602365,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-07-31,2007-08-07,2007-08-21
16,0.2717039152346847,0.46545454545454545,0.2717039152346847,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-07-31,2007-08-07,2007-08-21
7,0.26548202878986965,0.4654545454545454,0.26548202878986965,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-07-31,2007-08-07,2007-08-21
15,0.264876801186895,0.43999999999999995,0.264876801186895,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-07-31,2007-08-07,2007-08-21
20,0.25544837307647433,0.4363636363636364,0.25544837307647433,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-07-31,2007-08-07,2007-08-21
19,0.24697046269238782,0.4218181818181818,0.24697046269238782,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-07-31,2007-08-07,2007-08-21
13,0.3485474413840025,0.5555555555555556,0.3485474413840025,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-08-07,2007-08-14,2007-08-28
2,0.3337871761780563,0.5486111111111112,0.3337871761780563,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-08-07,2007-08-14,2007-08-28
4,0.3081137673613253,0.5069444444444444,0.3081137673613253,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-08-07,2007-08-14,2007-08-28
8,0.30583120333669483,0.5069444444444444,0.30583120333669483,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-08-07,2007-08-14,2007-08-28
5,0.3016492233243451,0.49999999999999994,0.3016492233243451,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-08-07,2007-08-14,2007-08-28
1,0.29959449934314764,0.48958333333333337,0.29959449934314764,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-08-07,2007-08-14,2007-08-28
12,0.297568990697447,0.4930555555555556,0.297568990697447,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-08-07,2007-08-14,2007-08-28
6,0.2965425249449428,0.4826388888888889,0.2965425249449428,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-08-07,2007-08-14,2007-08-28
7,0.29437957264570036,0.47916666666666663,0.29437957264570036,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-08-07,2007-08-14,2007-08-28
17,0.2929919280143506,0.4722222222222222,0.2929919280143506,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-08-07,2007-08-14,2007-08-28
18,0.29215861689615596,0.4826388888888889,0.29215861689615596,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-08-07,2007-08-14,2007-08-28
9,0.2916039142207284,0.46875,0.2916039142207284,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-08-07,2007-08-14,2007-08-28
16,0.2908301694673474,0.46875,0.2908301694673474,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-08-07,2007-08-14,2007-08-28
15,0.2904287883844171,0.46527777777777773,0.2904287883844171,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-08-07,2007-08-14,2007-08-28
20,0.2896584097275789,0.46875,0.2896584097275789,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-08-07,2007-08-14,2007-08-28
14,0.287329991241503,0.45833333333333337,0.287329991241503,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-08-07,2007-08-14,2007-08-28
11,0.28610073378681483,0.45833333333333337,0.28610073378681483,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-08-07,2007-08-14,2007-08-28
10,0.2856649171439604,0.45833333333333337,0.2856649171439604,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-08-07,2007-08-14,2007-08-28
3,0.283511856081456,0.45138888888888895,0.283511856081456,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-08-07,2007-08-14,2007-08-28
19,0.28051415485910314,0.44791666666666663,0.28051415485910314,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-08-07,2007-08-14,2007-08-28
13,0.3485657935015361,0.5599999999999999,0.3485657935015361,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-08-14,2007-08-21,2007-09-04
2,0.3267512048880442,0.5599999999999999,0.3267512048880442,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-08-14,2007-08-21,2007-09-04
5,0.31954738510693537,0.5818181818181818,0.31954738510693537,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-08-14,2007-08-21,2007-09-04
8,0.3173094855319919,0.5672727272727273,0.3173094855319919,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-08-14,2007-08-21,2007-09-04
4,0.3168276646577079,0.5418181818181819,0.3168276646577079,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-08-14,2007-08-21,2007-09-04
1,0.3166849779133948,0.5854545454545454,0.3166849779133948,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-08-14,2007-08-21,2007-09-04
11,0.30348983418029474,0.56,0.30348983418029474,5,0.08,0.8260944425924756,0.9059995429664103,5.0,2.5014403555144367,0.031236644989686733,0.1,800,2007-08-14,2007-08-21,2007-09-04
12,0.3028105583745949,0.5490909090909091,0.3028105583745949,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-08-14,2007-08-21,2007-09-04
9,0.30173235849960356,0.5527272727272727,0.30173235849960356,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-08-14,2007-08-21,2007-09-04
18,0.30102059573662004,0.5563636363636364,0.30102059573662004,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-08-14,2007-08-21,2007-09-04
10,0.2975155260741385,0.5454545454545454,0.2975155260741385,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-08-14,2007-08-21,2007-09-04
17,0.29647294661540347,0.5490909090909091,0.29647294661540347,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-08-14,2007-08-21,2007-09-04
7,0.29577613896672417,0.5490909090909091,0.29577613896672417,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-08-14,2007-08-21,2007-09-04
15,0.29457066251435715,0.5272727272727273,0.29457066251435715,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-08-14,2007-08-21,2007-09-04
6,0.29229873013775776,0.5345454545454545,0.29229873013775776,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-08-14,2007-08-21,2007-09-04
3,0.28706945766916525,0.52,0.28706945766916525,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-08-14,2007-08-21,2007-09-04
16,0.2850012833499407,0.5199999999999999,0.2850012833499407,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-08-14,2007-08-21,2007-09-04
20,0.28421451880972487,0.52,0.28421451880972487,5,0.05,0.903407811934084,0.8877851823803746,1.0,1.497277656453148,0.04940078725105252,0.4,800,2007-08-14,2007-08-21,2007-09-04
14,0.277599238945361,0.5054545454545455,0.277599238945361,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-08-14,2007-08-21,2007-09-04
19,0.2735353720250003,0.4909090909090909,0.2735353720250003,3,0.05,0.7823105159334445,0.6809453459180921,1.0,1.0878080956056209,0.03663471659022304,0.4,800,2007-08-14,2007-08-21,2007-09-04
13,0.5101962646821518,0.6388888888888888,0.5101962646821518,7,0.01,0.6233210966756264,0.7125535568087986,10.0,1.054273119418216,0.06125966108369505,0.05,800,2007-08-21,2007-08-28,2007-09-11
2,0.42209643937373825,0.6666666666666667,0.42209643937373825,6,0.08,0.6512454530702183,0.7801543751582268,10.0,1.2819698951780565,0.3178816582613601,0.2,800,2007-08-21,2007-08-28,2007-09-11
7,0.39602291044694843,0.6458333333333333,0.39602291044694843,5,0.08,0.6907637396203536,0.867925597873004,1.0,1.5165862380748731,0.1771051252192092,0.1,800,2007-08-21,2007-08-28,2007-09-11
12,0.38749582284306433,0.6284722222222222,0.38749582284306433,3,0.08,0.6123271338271757,0.774686955692945,5.0,0.8630642749239743,0.012677316647743868,0.05,800,2007-08-21,2007-08-28,2007-09-11
4,0.3824616085658323,0.6145833333333334,0.3824616085658323,7,0.03,0.9032350960341495,0.7418103872519474,10.0,5.8582489969091,0.25788556152146747,0.2,800,2007-08-21,2007-08-28,2007-09-11
16,0.3805950111185651,0.6284722222222222,0.3805950111185651,7,0.05,0.7784625102296123,0.752408490438593,1.0,1.0756309698756332,0.05032259187325554,0.2,800,2007-08-21,2007-08-28,2007-09-11
9,0.37615336271322714,0.6423611111111112,0.37615336271322714,4,0.08,0.6799632809900433,0.6029449079004022,5.0,3.6780431099608277,0.062387461202956296,0.0,800,2007-08-21,2007-08-28,2007-09-11
5,0.3755399950043268,0.6354166666666667,0.3755399950043268,6,0.08,0.7866884014908136,0.6175215063148914,10.0,0.7408297960466108,0.06986057787933078,0.0,800,2007-08-21,2007-08-28,2007-09-11
8,0.37366246281399046,0.6284722222222222,0.37366246281399046,6,0.01,0.9329039205580805,0.9219057429987207,5.0,1.337291908769443,0.006004624868983827,0.05,800,2007-08-21,2007-08-28,2007-09-11
17,0.3698914480143351,0.625,0.3698914480143351,6,0.1,0.6472023608482061,0.9847590658198058,2.0,5.005399660004454,0.07748350558842121,0.0,800,2007-08-21,2007-08-28,2007-09-11
10,0.3646955099805977,0.6284722222222223,0.3646955099805977,5,0.03,0.783566310215336,0.8274964783811575,5.0,0.7141290465056294,0.0020381267945736308,0.2,800,2007-08-21,2007-08-28,2007-09-11
1,0.35945711594409596,0.6111111111111112,0.35945711594409596,3,0.08,0.943439167964553,0.8789472116237456,10.0,0.6362020770991013,0.43070543235452424,0.1,800,2007-08-21,2007-08-28,2007-09-11
3,0.3559085837240382,0.607638888888889,0.3559085837240382,6,0.05,0.7773656795309325,0.6908954887139107,5.0,2.0419413588527497,0.0014869850133332,0.4,800,2007-08-21,2007-08-28,2007-09-11
15,0.34970221202229396,0.5729166666666667,0.34970221202229396,4,0.01,0.88894374023858,0.7847508921005549,1.0,0.7540479384549796,0.02253309733898527,0.0,800,2007-08-21,2007-08-28,2007-09-11
18,0.3479517033389316,0.5833333333333333,0.3479517033389316,5,0.08,0.9115003615863179,0.8867560756635982,2.0,1.5642193441716328,0.00543315652603629,0.4,800,2007-08-21,2007-08-28,2007-09-11
6,0.347888371631568,0.5902777777777778,0.347888371631568,7,0.03,0.7303301432552608,0.7481838824139475,5.0,1.6463091517076809,0.0032476758025680513,0.4,800,2007-08-21,2007-08-28,2007-09-11
14,0.3463850754529634,0.5729166666666667,0.3463850754529634,3,0.05,0.865725416130955,0.7625547445760282,5.0,3.939330541466676,0.002823754160079981,0.2,800,2007-08-21,2007-08-28,2007-09-11
